,약국명,주소,전화번호,토요일영업여부,일요일영업여부,토요일종료시간,일요일종료시간
4673,프라임365약국,"서울특별시 강남구 자곡로 172, 1층 122호 (자곡동)",02-3434-2277,Y,Y,2300,2300
4674,프라임엠약국,서울특별시 강남구 삼성로 352 창원빌딩 (대치동),02-3288-9772,Y,N,1500,None
4675,프라임온누리약국,"서울특별시 성북구 월계로40길 7, 1층 109호,110호 (장위동, 센트럴타운상가)",02-916-9472,Y,N,1800,None
4676,프라자사랑약국,"서울특별시 송파구 백제고분로 438, 1층 (송파동)",02-2205-8080,Y,N,1300,None
4677,프라자사랑약국,"서울특별시 광진구 능동로 315, DM빌딩 1층 (중곡동)",02-2205-4000,Y,N,2200,None
4678,프라자약국,서울특별시 송파구 양재대로 1222 (방이동),02-3012-0002,Y,N,1800,None
4679,프라자약국,"서울특별시 강서구 강서로 267, 송화쇼핑센터 1층 (내발산동)",02-2664-8707,Y,Y,1500,1230
4680,프라자약국,"서울특별시 마포구 신촌로 238, 1층 (아현동)",02-365-5569,Y,N,2030,None
4681,프라자약국,"서울특별시 양천구 중앙로32길 55, (신정동)",02-2648-2823,Y,N,1300,None
4682,프라자약국,"서울특별시 영등포구 선유로 42, (문래동3가)",02-2678-8020,Y,N,1530,None
4683,프라자약국,"서울특별시 관악구 봉천로 391, 115호 (봉천동, 두산아파트에이상가)",02-3285-7294,Y,N,1800,None
4684,프라자약국,서울특별시 금천구 가산디지털1로 168  (가산동),02-2026-0011,Y,N,1400,None
4685,프리마약국,"서울특별시 송파구 올림픽로4길 42, 109호 (잠실동, 프리마상가 109호)",02-412-1212,Y,N,2000,None
4686,프리미엄약국,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",02-950-2233,Y,Y,2030,2030
4687,플러스약국,"서울특별시 마포구 월드컵로 240, 홈플러스 월드컵점 2층 X11, YW호 (성산동)",050-713-8093,Y,Y,2130,2130
4688,플러스약국,"서울특별시 강북구 삼양로 188, 1층 (미아동)",02-988-1770,Y,N,1400,None
4689,플러스약국,"서울특별시 강남구 테헤란로 111, 대건빌딩 1층 일부호 (역삼동)",070-7783-4101,Y,N,1900,None
4690,플러스약국,"서울특별시 종로구 종로 78, 1층 (종로2가, 미려빌딩)",02-733-4163,Y,N,2200,None
4691,플러스약국,서울특별시 구로구 경인로 661  (신도림동),02-3439-8855,Y,N,2030,None
4692,플러스엔약국,서울특별시 서초구 강남대로53길 7 ,02-511-7255,Y,N,1800,None
4693,피나팜맑은약국,"서울특별시 송파구 송파대로 201, 송파 테라타워2 B동 144호 (문정동)",02-881-5594,Y,N,1300,None
4694,피크약국,"서울특별시 마포구 양화로 61, 두암빌딩 1층 (서교동)",02-3143-6191,Y,Y,1800,1800
4695,피플팜문래약국,서울특별시 영등포구 당산로 34,02-2672-9672,Y,N,1500,None
4696,필약국,"서울특별시 관악구 남부순환로 1605, 1층 (신림동)",02-6954-0579,Y,N,2030,None
4697,필약국,"서울특별시 강동구 올림픽로 664, 2층 214호 (천호동, 대우 한강 베네시티)",02-485-2812,Y,N,1330,None
4698,필약국,서울특별시 강북구 오현로 193,02-988-2280,Y,Y,1400,1300
4699,필온누리약국,서울특별시 서대문구 신촌로 91 (창천동),02-332-5935,Y,Y,2100,1900
4700,필하이약국,"서울특별시 강남구 도산대로 235, 1층 (신사동)",02-518-2351,Y,N,1730,None
4701,하계약국,"서울특별시 노원구 공릉로58가길 8, (하계동)",02-949-3016,Y,N,2000,None
4702,하나로약국,서울특별시 서초구 청계산로 10  (양재동),02-578-4955,Y,Y,2030,2030
4703,하나로약국,서울특별시 영등포구 영등포로 208-1 (영등포동4가),02-2679-9696,Y,N,1400,None
4704,하나로약국,"서울특별시 송파구 마천로 264, 흥일빌딩 1층 (거여동)",02-3402-0415,Y,N,1400,None
4705,하나로약국,"서울특별시 노원구 초안산로 7, 105호(월계동, 월계2단지주공아파트종합상가)",02-908-6994,Y,N,1900,None
4706,하나로약국,서울특별시 도봉구 마들로11길 20 (창동),02-903-0903,Y,N,2100,None
4707,하나로약국,"서울특별시 강서구 양천로 677, 1층 (염창동, 염창하이츠빌딩)",02-3662-3500,Y,Y,1600,1700
4708,하나로약국,서울특별시 중랑구 망우로 192  (상봉동),02-439-0323,Y,Y,2100,2100
4709,하나로약국,서울특별시 은평구 연서로 277-1,02-388-6397,Y,N,1400,None
4710,하나로온누리약국,서울특별시 관악구 은천로 38 (봉천동),02-875-8005,Y,N,1800,None
4711,하나메디칼약국,"서울특별시 송파구 오금로 506, 1층 (거여동)",02-449-7230,Y,Y,1800,1800
4712,하나메디칼약국,서울특별시 강서구 금낭화로 91-2  (방화동),02-2661-1210,Y,N,1330,None
4713,하나약국,"서울특별시 강동구 양재대로 1466, 1층 102호 (길동)",02-436-2666,Y,N,2100,None
4714,하나약국,"서울특별시 광진구 천호대로 632, 노블레스 빌 1층 101 일부호 (능동)",02-446-5898,Y,N,1330,None
4715,하나약국,서울특별시 구로구 구로동로 179 (구로동),02-851-9945,Y,Y,2100,2100
4716,하나약국,서울특별시 도봉구 마들로 699,02-954-1504,Y,Y,1500,1500
4717,하나약국,"서울특별시 동대문구 천호대로 273, 1층 2호 (답십리동)",02-2212-0034,Y,N,1500,None
4718,하나약국,"서울특별시 종로구 경교장길 35, 상가동 3151호 (평동, 경희궁자이 3단지)",02-723-0588,Y,N,1300,None
4719,하나약국,서울특별시 동작구 여의대방로24길 30 (신대방동),02-823-8336,Y,N,1500,None
4720,하나약국,"서울특별시 강북구 삼양로 613, 우암빌딩 1층 (우이동)",02-900-0455,Y,N,1500,None
4721,하나약국,서울특별시 서초구 법원로2길 23  (서초동),02-591-3619,Y,N,1400,None
4722,하나약국,"서울특별시 송파구 송파대로 111, 205동 305호 (문정동, 파크하비오)",02-2043-1204,Y,N,1410,None
4723,하나약국,서울특별시 은평구 진관3로 20 (진관동),02-388-1600,Y,Y,2100,1900
4724,하나약국,"서울특별시 중구 무교로 32, 4층 (무교동, 효령빌딩)",02-755-5155,Y,N,1200,None
4725,하나약국,"서울특별시 중랑구 면목로 419, 1층 (면목동)",02-495-0222,Y,N,2000,None
4726,하나약국,"서울특별시 노원구 동일로203가길 29, 258호,259호 (중계동, 브라운스톤중계)",02-976-7258,Y,N,1400,None
4727,하나약국,서울특별시 강남구 압구정로 224  (신사동),02-543-6650,Y,N,1300,None
4728,하나온누리약국,"서울특별시 성북구 화랑로 95 (하월곡동, 새서울신용협동조합)",02-914-0035,Y,N,1600,None
4729,하늘꿈약국,"서울특별시 구로구 서해안로 2096, 101호 (항동)",02-2060-5575,Y,N,1800,None
4730,하늘약국,서울특별시 중랑구 망우로 198 (상봉동),02-435-8813,Y,N,1500,None
4731,하늘약국,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 226-2호 (종로1가)",02-733-9006,Y,N,1620,None
4732,하늘약국,"서울특별시 광진구 광나루로 604, 진넥스 베르디엠 1층 2호 (구의동)",02-2201-0955,Y,N,1400,None
4733,하늘약국,서울특별시 중구 다산로 245,02-2237-3530,Y,N,1400,None
4734,하늘약국,"서울특별시 관악구 장군봉1길 56, 101호 (봉천동, 우형쇼핑센타)",02-877-6431,Y,N,2130,None
4735,하늘약국,"서울특별시 성북구 정릉로 364, 3층 (돈암동)",02-928-9331,Y,N,1430,None
4736,하늘약국,"서울특별시 서초구 사임당로 158, 리더스원 상가 5층 501호 (서초동)",02-588-9225,Y,N,1400,None
4737,하늘약국,서울특별시 은평구 서오릉로 41-17 (녹번동),02-358-4290,Y,N,1600,None
4738,하늘약국,"서울특별시 용산구 한강대로 95, 상가동 2층 228호 (한강로2가, 래미안용산 더 센트럴)",02-3785-2202,Y,N,1400,None
4739,하늘약국,"서울특별시 금천구 금하로 720, 306호 (시흥동, 에벤에셀프라자)",02-809-8019,Y,N,1400,None
4740,하늘약국,"서울특별시 강서구 금낭화로 136, 118호 (방화동, 에어뷰)",02-2661-1278,Y,N,1800,None
4741,하늘약국,"서울특별시 송파구 백제고분로 276, 202호 (석촌동)",02-412-1804,Y,N,1500,None
4742,하늘약국,"서울특별시 구로구 시흥대로 547 (구로동, 금강빌딩)",02-856-7724,Y,N,1530,None
4743,하늘약국,"서울특별시 마포구 독막로 2, 2층 (합정동)",02-322-2365,Y,N,1400,None
4744,하늘약국,"서울특별시 양천구 중앙로 298, 문화트윈타워 101호 (신정동)",02-2607-8016,Y,N,1600,None
4745,하늘약국,서울특별시 동대문구 전농로 91 (답십리동),02-2214-5180,Y,N,1430,None
4746,하늘약국,서울특별시 강남구 논현로 841  (신사동),02-549-9119,Y,N,1800,None
4747,하늘약국,"서울특별시 노원구 동일로 1361, 206,207호 (상계동, 상계주공2단지아파트)",02-932-8321,Y,N,1700,None
4748,하늘온누리약국,서울특별시 강남구 영동대로 602 (삼성동) 삼성동 미켈란 1075층 일부,02-3443-3359,Y,N,1700,None
4749,하늘팜약국,서울특별시 강서구 양천로 461  (가양동),02-3663-7071,Y,N,1430,None
4750,하늘후문약국,"서울특별시 동대문구 황물로 168, 한성아펠시티 122,123호 (답십리동)",02-2215-5716,Y,N,1500,None
4751,하니약국,"서울특별시 노원구 동일로 1099, (공릉동)",02-978-8583,Y,N,1700,None
4752,하님약국,"서울특별시 노원구 한글비석로 410, 1층 (상계동)",02-939-1827,Y,N,2200,None
4753,하루약국,"서울특별시 양천구 등촌로 32, 목동 태영프라자 2층 204-2호 (목동)",02-2648-9997,Y,N,1400,None
4754,하리약국,"서울특별시 강남구 강남대로 606, 삼주빌딩 1층 일부호 (논현동)",02-543-3577,Y,N,1800,None
4755,하모니약국,"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 1층 (신설동)",02-926-8800,Y,N,1400,None
4756,하비온누리약국,"서울특별시 송파구 송파대로 111, 205동 414호 (문정동, 파크하비오)",02-3402-3678,Y,N,1600,None
4757,하얀약국,"서울특별시 성북구 아리랑로 9, 산맥프라자 2층 202호 (동소문동6가)",02-921-9131,Y,N,1400,None
4758,하얀약국,서울특별시 금천구 남부순환로 1290 1층,02-867-4175,Y,Y,1630,1200
4759,하얀약국,"서울특별시 노원구 동일로197길 21, 우성빌딩 1층 (공릉동)",02-949-3690,Y,N,1500,None
4760,하얀약국,"서울특별시 중구 마른내로 8-1, (저동2가)",02-2274-9119,Y,N,1300,None
4761,하얀약국,"서울특별시 관악구 난곡로 327-1, 1층 (신림동)",02-867-8271,Y,N,1500,None
4762,하은약국,"서울특별시 강북구 노해로 118, 1층 (수유동)",02-908-3512,Y,N,1800,None
4763,하은약국,서울특별시 동대문구 사가정로 110 (전농동),02-2213-6769,Y,N,1500,None
4764,하이약국,"서울특별시 용산구 한강대로 256, 1층 (남영동)",02-792-9248,Y,N,1300,None
4765,하이약국,"서울특별시 강남구 언주로 859, 1층 (신사동, 쉬즈.애비뉴빌딩)",02-545-5170,Y,N,1330,None
4766,하이온누리약국,"서울특별시 성동구 행당로 87, 1동 107호 (행당동,행당동대림아파트리빙프라자)",02-2297-5408,Y,N,1630,None
4767,하이온누리약국,"서울특별시 서초구 신반포로 213, 반포쇼핑타운 7동 1층 13,14호 (잠원동)",02-3478-5530,Y,N,1630,None
4768,하이팜약국,"서울특별시 서초구 사임당로 178, 이즈타워 103호 (서초동)",02-568-1417,Y,Y,1300,2000
4769,하이팜약국,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 2층 (진관동)",02-2097-2659,Y,Y,2200,2200
4770,하임온누리약국,"서울특별시 마포구 도화길 43, 108호 (도화동, 나눔빌딩)",02-6329-7767,Y,Y,1300,1300
4771,하트약국,"서울특별시 종로구 대학로 128, 1층 (동숭동)",02-766-8991,Y,Y,2200,2100
4772,학동봄약국,"서울특별시 강남구 논현로131길 23, 홍재빌딩 1층 일부호 (논현동)",02-511-7474,Y,N,1400,None
4773,학동약국,"서울특별시 강남구 학동로 203, 1층 (논현동)",02-3443-8575,Y,N,1400,None
4774,학동역약국,"서울특별시 강남구 학동로 지하180, 학동역 210호 (논현동)",025420301,Y,Y,2200,2200
4775,한가람약국,"서울특별시 동대문구 망우로 77, 1층 (휘경동)",02-3394-4865,N,Y,None,2030
4776,한강메디칼약국,"서울특별시 강서구 허준로 23, 107호 (가양동)",02-2659-7489,Y,N,1400,None
4777,한강약국,"서울특별시 영등포구 버드나루로7길 7, 105호 (영등포동2가)",02-2676-4850,Y,Y,1900,1700
4778,한강약국,"서울특별시 성북구 도봉로 3, 1층 (길음동)",02-980-5350,Y,N,1630,None
4779,한겨레약국,"서울특별시 은평구 연서로 219, 1층(갈현동)",02-353-4005,Y,Y,2200,2200
4780,한결약국,서울특별시 노원구 노해로 494,02-936-8055,Y,N,1600,None
4781,한결약국,"서울특별시 양천구 오목로 344 (목동, 청학빌딩)",02-2646-8842,Y,Y,1900,1900
4782,한결약국,"서울특별시 송파구 올림픽로35길 124, 2동 410,411호 (신천동, 장미아파트 에이상가)",02-412-4246,Y,N,1400,None
4783,한국구일온누리약국,"서울특별시 용산구 이촌로 300, 렉스상가 2-2,3-1호 (이촌동)",02-792-9290,Y,Y,2000,2000
4784,한국생약국,서울특별시 관악구 쑥고개로 71 (봉천동),02-878-2743,Y,Y,2130,2130
4785,한국약국,"서울특별시 동대문구 약령시로 123, 1층 (청량리동)",02-964-0168,Y,N,2000,None
4786,한국약국,"서울특별시 동대문구 약령시로 123, 1층 (청량리동)",02-964-0168,Y,N,2000,None
4787,한길약국,서울특별시 관악구 남부순환로 1739 (봉천동),02-876-2861,Y,N,2100,None
4788,한길약국,"서울특별시 성동구 동일로 261, 건국빌딩 1층 (송정동)",02-467-8231,Y,Y,2200,2200
4789,한누리약국,"서울특별시 종로구 새문안로5가길 33, 한누리빌딩 1층 (내자동)",02-736-7980,Y,N,1300,None
4790,한독약국,"서울특별시 송파구 중대로 80, 문정프라자 (문정동)",02-409-3559,Y,N,1500,None
4791,한독약국,서울특별시 종로구 동숭길 52,02-762-4636,Y,Y,2200,2200
4792,한독프라자약국,"서울특별시 구로구 구로동로26길 133, (구로동)",02-856-9843,Y,Y,2000,1300
4793,한라약국,"서울특별시 동작구 사당로 301, 사당동빌딩 3층 (사당동)",02-914-3396,Y,N,1600,None
4794,한라약국,"서울특별시 용산구 보광로 124, (이태원동)",02-795-7603,Y,N,2100,None
4795,한림약국,서울특별시 양천구 중앙로32길 61,02-2646-5775,Y,N,1700,None
4796,한림약국,서울특별시 강동구 성안로 149 (천호동),02-486-9743,Y,Y,1230,2100
4797,한마을약국,"서울특별시 구로구 경인로 382, 1-110(개봉동,한마을아파트상가)",02-2613-3006,Y,Y,2200,2100
4798,한마음약국,서울특별시 중구 마른내로 10(저동2가),02-2271-2861,Y,Y,1300,1800
4799,한마음약국,서울특별시 구로구 도림로 67 (구로동),02-865-0511,Y,N,1800,None
4800,한마음약국,서울특별시 종로구 창경궁로 158 (원남동),02-3676-4411,Y,N,1300,None
4801,한마음약국,"서울특별시 영등포구 국제금융로2길 37, 3층 306-1호 (여의도동, 에스트레뉴)",02-761-0336,Y,N,1500,None
4802,한마음약국,서울특별시 송파구 중대로 68  (문정동),02-404-8075,Y,N,1900,None
4803,한마음약국,"서울특별시 강서구 등촌로 147, 1층 (등촌동, 유석빌딩)",02-2652-6692,Y,N,1400,None
4804,한마음약국,서울특별시 금천구 금하로 720 (시흥동),02-808-8740,Y,N,1600,None
4805,한마음약국,"서울특별시 은평구 은평터널로 196, (신사동)",02-309-1881,Y,Y,1300,1830
4806,한마음온누리약국,"서울특별시 강남구 개포로 504, 메트하임 1층 106호 (개포동)",02-445-7582,Y,N,1500,None
4807,한미약국,"서울특별시 중구 청계천로 334, 1층 48호 (신당동,평화)",02-2238-5929,Y,N,1900,None
4808,한미약국,"서울특별시 서대문구 수색로 30, 지하1층, 1층 (남가좌동)",02-375-3548,Y,Y,1900,1800
4809,한미약국,서울특별시 성북구 종암로 97 (종암동),02-925-0825,Y,Y,2100,1900
4810,한미약국,"서울특별시 강동구 양재대로 1629, (명일동)",02-3426-4271,Y,N,1700,None
4811,한빛약국,"서울특별시 강서구 강서로62길 98, 101호 (등촌동, 신한은행등촌점)",02-2658-7371,Y,N,1400,None
4812,한빛약국,"서울특별시 강북구 도봉로 52, 7층 (미아동, 연이빌딩)",02-6312-6351,Y,N,1600,None
4813,한빛약국,"서울특별시 노원구 월계로55길 4, 111호 (월계동, 사슴아파트2단지상가)",02-979-0993,Y,N,1800,None
4814,한빛약국,서울특별시 구로구 경인로 164,02-2625-6679,Y,N,1500,None
4815,한빛약국,"서울특별시 서대문구 세검정로1길 93, 상가A동 1층 109호 (홍은동, 홍은동벽산아파트)",02-3216-5738,Y,N,2000,None
4816,한빛약국,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",02-2207-3588,Y,N,1300,None
4817,한빛평화약국,서울특별시 동작구 시흥대로 664 (신대방동),02-848-4566,Y,N,1830,None
4818,한사랑약국,"서울특별시 노원구 동일로 1101, (공릉동)",02-972-4324,Y,N,1400,None
4819,한사랑약국,"서울특별시 강남구 선릉로 513, 1층 (역삼동, 아펙스타워)",02-567-7850,Y,N,1400,None
4820,한사랑약국,"서울특별시 강동구 양재대로89길 16, 214호(성내동,파크프라자)",02-6425-2003,Y,N,1400,None
